dataset,n,d,n_classes,method,k_selected,selected_features,trustworthiness,knn_overlap,cluster_ari,wass_persist,importance_time_sec
iris,150,4,3,variance,3,0|2|3,0.9357967781908303,0.5,0.8326894712256736,24.581141839246996,1.5583999999790876e-05
iris,150,4,3,variance,4,0|1|2|3,0.999995043370508,1.0,1.0,0.0,1.5583999999790876e-05
wine,178,13,3,pai,1,1,0.6489369057908383,0.12134831460674159,0.2072020549967849,133.94015782482373,3.4481954580000003
wine,178,13,3,pai,2,1|2,0.7076577355229041,0.19438202247191008,0.148890472120843,143.64138025743028,3.4481954580000003
wine,178,13,3,pai,3,1|2|8,0.7888815903197925,0.252247191011236,0.31705260250023504,136.8650101525989,3.4481954580000003
wine,178,13,3,pai,4,1|2|4|8,0.8329783923941227,0.31741573033707865,0.3499248689590356,116.79239221967416,3.4481954580000003
wine,178,13,3,pai,5,1|2|4|8|12,0.8792808988764045,0.3747191011235955,0.5124056614719484,101.18983113855471,3.4481954580000003
wine,178,13,3,pai,6,1|2|3|4|8|12,0.8968331892826275,0.42471910112359545,0.4918060797147231,87.84269219462308,3.4481954580000003
wine,178,13,3,pai,7,1|2|3|4|7|8|12,0.9270527225583405,0.5044943820224718,0.544751942686192,69.27325258359693,3.4481954580000003
wine,178,13,3,pai,8,1|2|3|4|7|8|9|12,0.9638928262748487,0.6202247191011236,0.6364061547298867,54.423929724301395,3.4481954580000003
wine,178,13,3,pai,9,1|2|3|4|5|7|8|9|12,0.9823681936041486,0.6859550561797753,0.747191125844841,42.86401140284374,3.4481954580000003
wine,178,13,3,pai,10,1|2|3|4|5|7|8|9|11|12,0.9858910976663786,0.7280898876404496,0.8192500987492898,34.877819476724554,3.4481954580000003
wine,178,13,3,pai,11,0|1|2|3|4|5|7|8|9|11|12,0.993362143474503,0.8179775280898878,0.8841198664864642,18.224576097056193,3.4481954580000003
wine,178,13,3,pai,12,0|1|2|3|4|5|7|8|9|10|11|12,0.998924805531547,0.9353932584269663,0.9468368564830926,5.614970537143549,3.4481954580000003
wine,178,13,3,pai,13,0|1|2|3|4|5|6|7|8|9|10|11|12,1.0,1.0,1.0,0.0,3.4481954580000003
wine,178,13,3,nrs,1,12,0.6882489196197061,0.14606741573033707,0.3543189207971098,133.59742552440986,0.010439708999999908
wine,178,13,3,nrs,2,0|12,0.7482973206568713,0.18595505617977529,0.48812233229743296,147.91333472637953,0.010439708999999908
wine,178,13,3,nrs,3,0|6|12,0.8584753673293,0.2707865168539326,0.8103323183760139,147.1482214020045,0.010439708999999908
wine,178,13,3,nrs,4,0|6|8|12,0.8846153846153846,0.3207865168539326,0.7833299617493931,127.33243302250831,0.010439708999999908
wine,178,13,3,nrs,5,0|6|8|9|12,0.8994053586862576,0.3595505617977528,0.8067880013843304,116.19827619299346,0.010439708999999908
wine,178,13,3,nrs,6,0|6|8|9|11|12,0.9047847882454624,0.37359550561797755,0.8529841218194189,107.96316732457652,0.010439708999999908
wine,178,13,3,nrs,7,0|5|6|8|9|11|12,0.9086015557476231,0.3870786516853933,0.8055919106739882,97.86143432059164,0.010439708999999908
wine,178,13,3,nrs,8,0|5|6|8|9|10|11|12,0.9213033707865168,0.4252808988764045,0.8815447524083856,86.61290527151401,0.010439708999999908
wine,178,13,3,nrs,9,0|2|5|6|8|9|10|11|12,0.9575315471045808,0.5382022471910112,0.8981691237455848,67.15757267045939,0.010439708999999908
wine,178,13,3,nrs,10,0|2|3|5|6|8|9|10|11|12,0.9653690579083838,0.5904494382022472,0.8982371727406676,54.783326666786365,0.010439708999999908
wine,178,13,3,nrs,11,0|1|2|3|5|6|8|9|10|11|12,0.9778565254969749,0.6775280898876405,0.9478795274683156,34.95962178481874,0.010439708999999908
wine,178,13,3,nrs,12,0|1|2|3|4|5|6|8|9|10|11|12,0.9897286084701815,0.8033707865168539,0.9835784812571405,15.439753274359406,0.010439708999999908
wine,178,13,3,nrs,13,0|1|2|3|4|5|6|7|8|9|10|11|12,1.0,1.0,1.0,0.0,0.010439708999999908
wine,178,13,3,relieff,1,11,0.7184373379429558,0.150561797752809,0.35591374822063887,133.60778690131926,0.05164179200000074
wine,178,13,3,relieff,2,6|11,0.8023370786516854,0.21629213483146068,0.6053798861740197,145.18115973188685,0.05164179200000074
wine,178,13,3,relieff,3,6|11|12,0.8490924805531547,0.2533707865168539,0.7945547715504521,147.57024546597415,0.05164179200000074
wine,178,13,3,relieff,4,5|6|11|12,0.8472497839239412,0.26853932584269663,0.7071149367668317,141.1232712333255,0.05164179200000074
wine,178,13,3,relieff,5,5|6|9|11|12,0.8724874675885912,0.3039325842696629,0.8497209307733662,128.17561550218358,0.05164179200000074
wine,178,13,3,relieff,6,0|5|6|9|11|12,0.8855177182368194,0.3539325842696629,0.8979610632498066,113.40133922975717,0.05164179200000074
wine,178,13,3,relieff,7,0|5|6|9|10|11|12,0.9053863439930856,0.3882022471910112,0.8806060677409713,100.85594795939,0.05164179200000074
wine,178,13,3,relieff,8,0|5|6|7|9|10|11|12,0.9342610198789973,0.46011235955056184,0.8652356965805547,84.71653692273081,0.05164179200000074
wine,178,13,3,relieff,9,0|1|5|6|7|9|10|11|12,0.9482765773552291,0.5202247191011236,0.8962560261098559,66.04411182908208,0.05164179200000074
wine,178,13,3,relieff,10,0|1|5|6|7|8|9|10|11|12,0.9639481417458946,0.5691011235955057,0.8799885594556773,52.90579935797092,0.05164179200000074
wine,178,13,3,relieff,11,0|1|3|5|6|7|8|9|10|11|12,0.9790527225583405,0.6589887640449439,0.8800686735752202,35.54663539102271,0.05164179200000074
wine,178,13,3,relieff,12,0|1|3|4|5|6|7|8|9|10|11|12,0.9890613656006915,0.7747191011235954,0.9128321982465731,19.76117080541164,0.05164179200000074
wine,178,13,3,relieff,13,0|1|2|3|4|5|6|7|8|9|10|11|12,1.0,1.0,1.0,0.0,0.05164179200000074
wine,178,13,3,mutual_info,1,6,0.7741158167675022,0.1853932584269663,0.5229404759664215,132.61618737232507,0.00983120800000048
wine,178,13,3,mutual_info,2,6|12,0.8216456352636128,0.2314606741573034,0.6499704385263129,145.73379649449896,0.00983120800000048
wine,178,13,3,mutual_info,3,6|9|12,0.8793742437337942,0.298876404494382,0.830238514343921,147.93154979659064,0.00983120800000048
wine,178,13,3,mutual_info,4,6|9|11|12,0.8734485738980121,0.29438202247191014,0.8820809831031126,139.70771960053435,0.00983120800000048
wine,178,13,3,mutual_info,5,0|6|9|11|12,0.8827035436473638,0.3393258426966292,0.8340949984457213,125.89693889021905,0.00983120800000048
wine,178,13,3,mutual_info,6,0|6|9|10|11|12,0.9014589455488332,0.37247191011235947,0.9297879876019906,110.2782705441602,0.00983120800000048
wine,178,13,3,mutual_info,7,0|5|6|9|10|11|12,0.9053863439930856,0.3882022471910112,0.8806060677409713,100.85594795939,0.00983120800000048
wine,178,13,3,mutual_info,8,0|5|6|8|9|10|11|12,0.9213033707865168,0.4252808988764045,0.8815447524083856,86.61290527151401,0.00983120800000048
wine,178,13,3,mutual_info,9,0|1|5|6|8|9|10|11|12,0.9367709593777009,0.49044943820224723,0.9128238775663614,71.29213474531397,0.00983120800000048
wine,178,13,3,mutual_info,10,0|1|3|5|6|8|9|10|11|12,0.9627450302506482,0.5825842696629213,0.864142610156697,53.35693493467322,0.00983120800000048
wine,178,13,3,mutual_info,11,0|1|3|4|5|6|8|9|10|11|12,0.9777839239412273,0.6679775280898876,0.9296874553486062,35.53279525486293,0.00983120800000048
wine,178,13,3,mutual_info,12,0|1|3|4|5|6|7|8|9|10|11|12,0.9890613656006915,0.7747191011235954,0.9128321982465731,19.76117080541164,0.00983120800000048
wine,178,13,3,mutual_info,13,0|1|2|3|4|5|6|7|8|9|10|11|12,1.0,1.0,1.0,0.0,0.00983120800000048
wine,178,13,3,variance,1,3,0.6359273984442524,0.11292134831460675,0.13291376409566033,134.04555981710797,1.6542000000008272e-05
wine,178,13,3,variance,2,3|8,0.7482627484874675,0.18595505617977529,0.14608583079100063,142.6410517725116,1.6542000000008272e-05
wine,178,13,3,variance,3,3|8|10,0.8322108902333621,0.2679775280898877,0.3992575566685883,134.41001812059062,1.6542000000008272e-05
wine,178,13,3,variance,4,2|3|8|10,0.8711633535004322,0.32865168539325845,0.2888677967592967,115.31444390616002,1.6542000000008272e-05
wine,178,13,3,variance,5,2|3|5|8|10,0.9065963699222126,0.3865168539325843,0.4355496089722562,101.27606610969325,1.6542000000008272e-05
wine,178,13,3,variance,6,2|3|5|6|8|10,0.9244459809853068,0.42247191011235946,0.4721602873787867,96.26237217886376,1.6542000000008272e-05
wine,178,13,3,variance,7,2|3|5|6|8|9|10,0.9430077787381158,0.47303370786516846,0.6629722344536048,86.4831875200008,1.6542000000008272e-05
wine,178,13,3,variance,8,2|3|5|6|8|9|10|11,0.9439135695764909,0.49157303370786515,0.6647423926490501,77.90907155902408,1.6542000000008272e-05
wine,178,13,3,variance,9,2|3|4|5|6|8|9|10|11,0.9580743301642178,0.5528089887640449,0.6658443564178742,64.78396609278234,1.6542000000008272e-05
wine,178,13,3,variance,10,2|3|4|5|6|7|8|9|10|11,0.9653483146067415,0.6123595505617978,0.6941244901378024,52.49060049609941,1.6542000000008272e-05
wine,178,13,3,variance,11,2|3|4|5|6|7|8|9|10|11|12,0.9789939498703544,0.6910112359550562,0.8058069523099405,39.72828214201021,1.6542000000008272e-05
wine,178,13,3,variance,12,0|2|3|4|5|6|7|8|9|10|11|12,0.9865272255834053,0.7904494382022471,0.9514811549462612,24.419665422222483,1.6542000000008272e-05
wine,178,13,3,variance,13,0|1|2|3|4|5|6|7|8|9|10|11|12,1.0,1.0,1.0,0.0,1.6542000000008272e-05
wdbc,569,30,2,pai,1,1,0.5762924225610153,0.03954305799648507,0.14539459577371727,283.43017360424153,44.740448042000004
wdbc,569,30,2,pai,2,1|28,0.6645183311821401,0.08154657293497365,0.2182620102118111,314.4754372628947,44.740448042000004
wdbc,569,30,2,pai,3,1|4|28,0.7413198959171783,0.1304042179261863,0.2495012873678649,337.6955710014671,44.740448042000004
wdbc,569,30,2,pai,4,1|4|18|28,0.7719846384169758,0.17205623901581724,0.1997019953208197,317.31955177241156,44.740448042000004
wdbc,569,30,2,pai,5,1|4|17|18|28,0.8527990118799841,0.23128295254833045,0.35371998492189394,298.0444714216321,44.740448042000004
wdbc,569,30,2,pai,6,1|4|8|17|18|28,0.8520645897730214,0.23216168717047456,0.30857432305161975,294.2429077796153,44.740448042000004
wdbc,569,30,2,pai,7,1|4|8|14|17|18|28,0.8703997409042632,0.26449912126537783,0.24350905098802192,274.97147558196815,44.740448042000004
wdbc,569,30,2,pai,8,1|4|8|14|17|18|24|28,0.8745643238506199,0.2854130052724078,0.26917899235767434,268.71847939533353,44.740448042000004
wdbc,569,30,2,pai,9,1|4|8|11|14|17|18|24|28,0.876217964288606,0.31388400702987695,0.2507820295069452,252.9256586236649,44.740448042000004
wdbc,569,30,2,pai,10,1|4|8|11|14|17|18|21|24|28,0.8771927484945616,0.3163444639718805,0.27708830582731264,247.6635323783722,44.740448042000004
wdbc,569,30,2,pai,11,1|4|8|11|14|17|18|21|24|28|29,0.901033684033384,0.378207381370826,0.31448477374632733,234.45757485199243,44.740448042000004
wdbc,569,30,2,pai,12,1|4|8|9|11|14|17|18|21|24|28|29,0.9150508904034559,0.4100175746924429,0.2692931261624876,218.79270320966666,44.740448042000004
wdbc,569,30,2,pai,13,1|4|8|9|11|14|17|18|21|24|26|28|29,0.9371111777901611,0.4616871704745167,0.3940314291913072,199.17958463887572,44.740448042000004
wdbc,569,30,2,pai,14,1|4|8|9|11|14|17|18|21|24|25|26|28|29,0.9419203248857327,0.4882249560632688,0.48784328393309434,184.3192942076394,44.740448042000004
wdbc,569,30,2,pai,15,1|4|8|9|11|14|17|18|19|21|24|25|26|28|29,0.9420927378576657,0.5057996485061511,0.4536653167394483,174.3905389168251,44.740448042000004
wdbc,569,30,2,pai,16,1|4|8|9|11|14|15|17|18|19|21|24|25|26|28|29,0.9418869853607733,0.5209138840070299,0.4473985380030735,162.02533068490027,44.740448042000004
wdbc,569,30,2,pai,17,1|4|8|9|10|11|14|15|17|18|19|21|24|25|26|28|29,0.9727651008203111,0.5878734622144113,0.5115047071318288,129.3199715179982,44.740448042000004
wdbc,569,30,2,pai,18,1|2|4|8|9|10|11|14|15|17|18|19|21|24|25|26|28|29,0.9924157343506651,0.6789103690685413,0.6165223240989596,110.91994346591957,44.740448042000004
wdbc,569,30,2,pai,19,1|2|4|8|9|10|11|14|15|16|17|18|19|21|24|25|26|28|29,0.9921798175216667,0.6892794376098419,0.6055089099691361,98.49143265849554,44.740448042000004
wdbc,569,30,2,pai,20,1|2|4|8|9|10|11|14|15|16|17|18|19|21|24|25|26|27|28|29,0.9939249035138271,0.7200351493848858,0.6869484586613764,80.98090243142634,44.740448042000004
wdbc,569,30,2,pai,21,0|1|2|4|8|9|10|11|14|15|16|17|18|19|21|24|25|26|27|28|29,0.9969778514422519,0.777328646748682,0.7535349696110372,67.00227912149556,44.740448042000004
wdbc,569,30,2,pai,22,0|1|2|4|5|8|9|10|11|14|15|16|17|18|19|21|24|25|26|27|28|29,0.9972045602119759,0.791212653778559,0.7410619407958444,60.201297695027165,44.740448042000004
wdbc,569,30,2,pai,23,0|1|2|4|5|8|9|10|11|12|14|15|16|17|18|19|21|24|25|26|27|28|29,0.9977929234476879,0.8123022847100176,0.7909658302326155,45.747487605959385,44.740448042000004
wdbc,569,30,2,pai,24,0|1|2|3|4|5|8|9|10|11|12|14|15|16|17|18|19|21|24|25|26|27|28|29,0.9987010286037248,0.8493848857644992,0.8361841683358187,35.0289606442006,44.740448042000004
wdbc,569,30,2,pai,25,0|1|2|3|4|5|8|9|10|11|12|14|15|16|17|18|19|20|21|24|25|26|27|28|29,0.9994154469957119,0.8876977152899824,0.9232187430806386,29.601523873359547,44.740448042000004
wdbc,569,30,2,pai,26,0|1|2|3|4|5|8|9|10|11|12|14|15|16|17|18|19|20|21|23|24|25|26|27|28|29,0.9995770643119436,0.9077328646748684,0.9577918972672764,23.301958466847232,44.740448042000004
