dataset,n,d,method,k_selected,knn_K,knn_overlap,trustworthiness,k_pai_scale
wdbc,569,30,relieff,17,5,0.34200351493848863,0.9656413196369776,2.5448154657293496
wdbc,569,30,relieff,17,10,0.4446397188049209,0.9634405119680957,2.5448154657293496
wdbc,569,30,relieff,17,20,0.5310193321616872,0.9602738518928287,2.5448154657293496
wdbc,569,30,relieff,17,30,0.5923257176332747,0.9602911546309958,2.5448154657293496
wdbc,569,30,relieff,17,50,0.6622847100175747,0.9588505047159648,2.5448154657293496
wdbc,569,30,relieff,18,3,0.2612770943175161,0.9674193039092265,2.5448154657293496
wdbc,569,30,relieff,18,5,0.3437609841827768,0.966612470199775,2.5448154657293496
wdbc,569,30,relieff,18,10,0.45008787346221435,0.9642206568521455,2.5448154657293496
wdbc,569,30,relieff,18,20,0.5407732864674869,0.9626311778633939,2.5448154657293496
wdbc,569,30,relieff,18,30,0.6007029876977154,0.9614641436547863,2.5448154657293496
wdbc,569,30,relieff,18,50,0.6688927943760984,0.9605608944396664,2.5448154657293496
wdbc,569,30,relieff,19,3,0.2788517867603983,0.9682990772247774,2.5448154657293496
wdbc,569,30,relieff,19,5,0.35184534270650264,0.967823588933896,2.5448154657293496
wdbc,569,30,relieff,19,10,0.4636203866432337,0.9666969897584154,2.5448154657293496
wdbc,569,30,relieff,19,20,0.5546572934973638,0.9643457302635551,2.5448154657293496
wdbc,569,30,relieff,19,30,0.6134153485647333,0.9638527575369469,2.5448154657293496
wdbc,569,30,relieff,19,50,0.6801054481546573,0.9628493437535056,2.5448154657293496
wdbc,569,30,relieff,20,3,0.2958406561218512,0.9708521856186666,2.5448154657293496
wdbc,569,30,relieff,20,5,0.3764499121265378,0.9714982973537714,2.5448154657293496
wdbc,569,30,relieff,20,10,0.4775043936731107,0.9698245547188923,2.5448154657293496
wdbc,569,30,relieff,20,20,0.5709138840070298,0.966252837325579,2.5448154657293496
wdbc,569,30,relieff,20,30,0.6271236086701816,0.9655989243683938,2.5448154657293496
wdbc,569,30,relieff,20,50,0.6921616871704744,0.9642165729171674,2.5448154657293496
wdbc,569,30,relieff,21,3,0.3573520796719391,0.9858893500687615,2.5448154657293496
wdbc,569,30,relieff,21,5,0.4541300527240773,0.9851814955092119,2.5448154657293496
wdbc,569,30,relieff,21,10,0.551493848857645,0.9815286330953527,2.5448154657293496
wdbc,569,30,relieff,21,20,0.6326010544815467,0.9774632718300689,2.5448154657293496
wdbc,569,30,relieff,21,30,0.6809607498535442,0.9765385409480263,2.5448154657293496
wdbc,569,30,relieff,21,50,0.737609841827768,0.9752586791737223,2.5448154657293496
wdbc,569,30,relieff,22,3,0.4065612185120093,0.9917725095248185,2.5448154657293496
wdbc,569,30,relieff,22,5,0.5093145869947275,0.9902634324220182,2.5448154657293496
wdbc,569,30,relieff,22,10,0.5945518453427066,0.9874129004910436,2.5448154657293496
wdbc,569,30,relieff,22,20,0.6809314586994728,0.9859617860587161,2.5448154657293496
wdbc,569,30,relieff,22,30,0.7246045694200351,0.984517820603851,2.5448154657293496
wdbc,569,30,relieff,22,50,0.7709666080843586,0.9825479564745915,2.5448154657293496
wdbc,569,30,relieff,23,3,0.46924428822495606,0.9938737862867542,2.5448154657293496
wdbc,569,30,relieff,23,5,0.5539543057996484,0.992013383081304,2.5448154657293496
wdbc,569,30,relieff,23,10,0.6493848857644992,0.9907687618176709,2.5448154657293496
wdbc,569,30,relieff,23,20,0.7211775043936731,0.988922232393895,2.5448154657293496
wdbc,569,30,relieff,23,30,0.7625073227885178,0.9880166447612477,2.5448154657293496
wdbc,569,30,relieff,23,50,0.8021792618629174,0.9866165957090685,2.5448154657293496
wdbc,569,30,relieff,24,3,0.517867603983597,0.9944689576088447,2.5448154657293496
wdbc,569,30,relieff,24,5,0.5908611599297012,0.9937113301943241,2.5448154657293496
wdbc,569,30,relieff,24,10,0.6834797891036907,0.9931488863804865,2.5448154657293496
wdbc,569,30,relieff,24,20,0.7456942003514939,0.9923945804021782,2.5448154657293496
wdbc,569,30,relieff,24,30,0.7909197422378441,0.9920373942007432,2.5448154657293496
wdbc,569,30,relieff,24,50,0.8249912126537786,0.9908368010854642,2.5448154657293496
wdbc,569,30,relieff,25,3,0.5711775043936731,0.9956582615596189,2.5448154657293496
wdbc,569,30,relieff,25,5,0.647451669595782,0.9954073976610935,2.5448154657293496
wdbc,569,30,relieff,25,10,0.7223198594024605,0.9949469980932967,2.5448154657293496
wdbc,569,30,relieff,25,20,0.7779437609841827,0.9940618100464579,2.5448154657293496
wdbc,569,30,relieff,25,30,0.814821323960164,0.9935200245743551,2.5448154657293496
wdbc,569,30,relieff,25,50,0.8472759226713533,0.9924379321335535,2.5448154657293496
wdbc,569,30,relieff,26,3,0.6203866432337434,0.9965941243191365,2.5448154657293496
wdbc,569,30,relieff,26,5,0.6854130052724078,0.996728162426498,2.5448154657293496
wdbc,569,30,relieff,26,10,0.7571177504393672,0.9960262461441252,2.5448154657293496
wdbc,569,30,relieff,26,20,0.8085237258347979,0.9954570154353776,2.5448154657293496
wdbc,569,30,relieff,26,30,0.8425307557117752,0.995057824151242,2.5448154657293496
wdbc,569,30,relieff,26,50,0.8701933216168718,0.9942858567350958,2.5448154657293496
wdbc,569,30,relieff,27,3,0.6742823667252489,0.9978457498743181,2.5448154657293496
wdbc,569,30,relieff,27,5,0.7286467486818982,0.9976191147492709,2.5448154657293496
wdbc,569,30,relieff,27,10,0.7964850615114236,0.9972448851612125,2.5448154657293496
wdbc,569,30,relieff,27,20,0.8415641476274166,0.9967285289313379,2.5448154657293496
wdbc,569,30,relieff,27,30,0.8708845928529585,0.9966447500572114,2.5448154657293496
wdbc,569,30,relieff,27,50,0.8957117750439367,0.9963131963326407,2.5448154657293496
wdbc,569,30,relieff,28,3,0.6889279437609842,0.9980264825270995,2.5448154657293496
wdbc,569,30,relieff,28,5,0.7497363796133567,0.9976504421867805,2.5448154657293496
wdbc,569,30,relieff,28,10,0.8115992970123023,0.9974636559488032,2.5448154657293496
wdbc,569,30,relieff,28,20,0.8523725834797891,0.9971315882659147,2.5448154657293496
wdbc,569,30,relieff,28,30,0.8799062683069713,0.9970039653564261,2.5448154657293496
wdbc,569,30,relieff,28,50,0.904182776801406,0.9966805732875359,2.5448154657293496
wdbc,569,30,relieff,29,3,0.8840070298769771,0.9996125673592674,2.5448154657293496
wdbc,569,30,relieff,29,5,0.9089630931458699,0.9995338477298572,2.5448154657293496
wdbc,569,30,relieff,29,10,0.9342706502636202,0.9995465824605522,2.5448154657293496
wdbc,569,30,relieff,29,20,0.9518453427065029,0.9995602247341359,2.5448154657293496
wdbc,569,30,relieff,29,30,0.9611599297012302,0.9995303343891577,2.5448154657293496
wdbc,569,30,relieff,29,50,0.9678734622144113,0.9994600456194144,2.5448154657293496
wdbc,569,30,relieff,30,3,1.0,1.0,2.5448154657293496
wdbc,569,30,relieff,30,5,1.0,1.0,2.5448154657293496
wdbc,569,30,relieff,30,10,1.0,1.0,2.5448154657293496
wdbc,569,30,relieff,30,20,1.0,1.0,2.5448154657293496
wdbc,569,30,relieff,30,30,1.0,1.0,2.5448154657293496
wdbc,569,30,relieff,30,50,1.0,1.0,2.5448154657293496
wdbc,569,30,mutual_info,1,3,0.02460456942003515,0.7081458491734078,2.5448154657293496
wdbc,569,30,mutual_info,1,5,0.040421792618629174,0.7107099110614049,2.5448154657293496
wdbc,569,30,mutual_info,1,10,0.07891036906854129,0.7104236818583769,2.5448154657293496
wdbc,569,30,mutual_info,1,20,0.1330404217926186,0.7218996659666163,2.5448154657293496
wdbc,569,30,mutual_info,1,30,0.18213239601640302,0.7327094625255073,2.5448154657293496
wdbc,569,30,mutual_info,1,50,0.2669244288224956,0.7485448617617783,2.5448154657293496
wdbc,569,30,mutual_info,2,3,0.03339191564147627,0.7586045361818461,2.5448154657293496
wdbc,569,30,mutual_info,2,5,0.058347978910369074,0.7673649552487555,2.5448154657293496
wdbc,569,30,mutual_info,2,10,0.0954305799648506,0.7636456294264173,2.5448154657293496
wdbc,569,30,mutual_info,2,20,0.1492091388400703,0.7613125047934688,2.5448154657293496
wdbc,569,30,mutual_info,2,30,0.19906268306971295,0.7615756011121126,2.5448154657293496
wdbc,569,30,mutual_info,2,50,0.27335676625659056,0.7634467052348367,2.5448154657293496
wdbc,569,30,mutual_info,3,3,0.040421792618629174,0.7628912238716674,2.5448154657293496
wdbc,569,30,mutual_info,3,5,0.06080843585237258,0.7618212519070577,2.5448154657293496
wdbc,569,30,mutual_info,3,10,0.09279437609841827,0.7640437986102181,2.5448154657293496
wdbc,569,30,mutual_info,3,20,0.1475395430579965,0.7588980651520121,2.5448154657293496
wdbc,569,30,mutual_info,3,30,0.19748096074985355,0.7582470964828794,2.5448154657293496
wdbc,569,30,mutual_info,3,50,0.2707908611599297,0.7598957982774308,2.5448154657293496
wdbc,569,30,mutual_info,4,3,0.05799648506151142,0.812434821988724,2.5448154657293496
wdbc,569,30,mutual_info,4,5,0.0850615114235501,0.8150565930158611,2.5448154657293496
wdbc,569,30,mutual_info,4,10,0.1383128295254833,0.8192302379965803,2.5448154657293496
wdbc,569,30,mutual_info,4,20,0.20527240773286468,0.8239839885903204,2.5448154657293496
wdbc,569,30,mutual_info,4,30,0.26157000585823076,0.8267161063299666,2.5448154657293496
wdbc,569,30,mutual_info,4,50,0.3531458699472759,0.833064923086237,2.5448154657293496
wdbc,569,30,mutual_info,5,3,0.06444053895723491,0.8393359425311712,2.5448154657293496
wdbc,569,30,mutual_info,5,5,0.10263620386643234,0.8418985680228315,2.5448154657293496
wdbc,569,30,mutual_info,5,10,0.15940246045694198,0.8461012600752839,2.5448154657293496
wdbc,569,30,mutual_info,5,20,0.236115992970123,0.8471094771161839,2.5448154657293496
wdbc,569,30,mutual_info,5,30,0.29308728763913294,0.8491289028994046,2.5448154657293496
wdbc,569,30,mutual_info,5,50,0.3801757469244288,0.8535125346552636,2.5448154657293496
wdbc,569,30,mutual_info,6,3,0.07557117750439367,0.8492471550187588,2.5448154657293496
wdbc,569,30,mutual_info,6,5,0.10439367311072056,0.8493156521276028,2.5448154657293496
wdbc,569,30,mutual_info,6,10,0.1655536028119508,0.8489929082067622,2.5448154657293496
wdbc,569,30,mutual_info,6,20,0.24340949033391915,0.8506586838072951,2.5448154657293496
wdbc,569,30,mutual_info,6,30,0.29771528998242525,0.8514712999845011,2.5448154657293496
wdbc,569,30,mutual_info,6,50,0.38281195079086117,0.8546856765366282,2.5448154657293496
wdbc,569,30,mutual_info,7,3,0.0843585237258348,0.8758242032182877,2.5448154657293496
wdbc,569,30,mutual_info,7,5,0.12548330404217925,0.874243520702737,2.5448154657293496
wdbc,569,30,mutual_info,7,10,0.187170474516696,0.8715885331085297,2.5448154657293496
wdbc,569,30,mutual_info,7,20,0.26502636203866436,0.8725457847663154,2.5448154657293496
wdbc,569,30,mutual_info,7,30,0.3260691271236087,0.8736161957980763,2.5448154657293496
wdbc,569,30,mutual_info,7,50,0.41360281195079085,0.8756557212123155,2.5448154657293496
wdbc,569,30,mutual_info,8,3,0.08318687756297598,0.8777218960724925,2.5448154657293496
wdbc,569,30,mutual_info,8,5,0.12513181019332162,0.8749596659242064,2.5448154657293496
wdbc,569,30,mutual_info,8,10,0.1866432337434095,0.8724344044846424,2.5448154657293496
wdbc,569,30,mutual_info,8,20,0.267311072056239,0.8728068758332477,2.5448154657293496
wdbc,569,30,mutual_info,8,30,0.32647920328060925,0.8742602095198768,2.5448154657293496
wdbc,569,30,mutual_info,8,50,0.4119507908611599,0.8754487422609922,2.5448154657293496
wdbc,569,30,mutual_info,9,3,0.08025776215582893,0.8781633407703782,2.5448154657293496
wdbc,569,30,mutual_info,9,5,0.12442882249560634,0.8732272586299259,2.5448154657293496
wdbc,569,30,mutual_info,9,10,0.18664323374340952,0.8729891106761096,2.5448154657293496
wdbc,569,30,mutual_info,9,20,0.2665202108963093,0.8725030311041051,2.5448154657293496
wdbc,569,30,mutual_info,9,30,0.32735793790275336,0.8739582896204123,2.5448154657293496
wdbc,569,30,mutual_info,9,50,0.4100527240773286,0.8744802289161561,2.5448154657293496
wdbc,569,30,mutual_info,10,3,0.09080257762155829,0.8954638181538679,2.5448154657293496
wdbc,569,30,mutual_info,10,5,0.14270650263620388,0.891875855630637,2.5448154657293496
wdbc,569,30,mutual_info,10,10,0.21072056239015818,0.8870593427668313,2.5448154657293496
wdbc,569,30,mutual_info,10,20,0.28558875219683655,0.8847482021432314,2.5448154657293496
wdbc,569,30,mutual_info,10,30,0.341534856473345,0.8842748187277624,2.5448154657293496
wdbc,569,30,mutual_info,10,50,0.4244288224956063,0.8832734867869295,2.5448154657293496
wdbc,569,30,mutual_info,11,3,0.10427650849443468,0.8910732611233677,2.5448154657293496
wdbc,569,30,mutual_info,11,5,0.14727592267135325,0.8909078378115906,2.5448154657293496
wdbc,569,30,mutual_info,11,10,0.22284710017574694,0.8889939877723323,2.5448154657293496
wdbc,569,30,mutual_info,11,20,0.3003514938488576,0.8877465066831154,2.5448154657293496
wdbc,569,30,mutual_info,11,30,0.35530169888693613,0.8869700525226482,2.5448154657293496
wdbc,569,30,mutual_info,11,50,0.4385237258347979,0.887626953559721,2.5448154657293496
wdbc,569,30,mutual_info,12,3,0.1054481546572935,0.8992238882864467,2.5448154657293496
wdbc,569,30,mutual_info,12,5,0.1507908611599297,0.8956232437055346,2.5448154657293496
wdbc,569,30,mutual_info,12,10,0.22688927943760984,0.8945038999306221,2.5448154657293496
wdbc,569,30,mutual_info,12,20,0.3146748681898067,0.8939993113723109,2.5448154657293496
wdbc,569,30,mutual_info,12,30,0.37416520210896304,0.894951794090181,2.5448154657293496
wdbc,569,30,mutual_info,12,50,0.4572934973637961,0.8959789032465995,2.5448154657293496
wdbc,569,30,mutual_info,13,3,0.1066198008201523,0.9007081811647493,2.5448154657293496
wdbc,569,30,mutual_info,13,5,0.14903339191564147,0.8953024507454364,2.5448154657293496
wdbc,569,30,mutual_info,13,10,0.224780316344464,0.8947264809496367,2.5448154657293496
wdbc,569,30,mutual_info,13,20,0.31230228471001753,0.8933454414315624,2.5448154657293496
wdbc,569,30,mutual_info,13,30,0.3750439367311072,0.894804750818166,2.5448154657293496
wdbc,569,30,mutual_info,13,50,0.4582425307557118,0.8955039057839791,2.5448154657293496
wdbc,569,30,mutual_info,14,3,0.13532513181019332,0.906898793869216,2.5448154657293496
wdbc,569,30,mutual_info,14,5,0.1789103690685413,0.9061887352800203,2.5448154657293496
wdbc,569,30,mutual_info,14,10,0.2474516695957821,0.9027540035212889,2.5448154657293496
wdbc,569,30,mutual_info,14,20,0.33760984182776804,0.9012640071277861,2.5448154657293496
wdbc,569,30,mutual_info,14,30,0.3984182776801406,0.9024376842587044,2.5448154657293496
wdbc,569,30,mutual_info,14,50,0.4797891036906854,0.9025405491067533,2.5448154657293496
wdbc,569,30,mutual_info,15,3,0.14235500878734622,0.9142589753497281,2.5448154657293496
wdbc,569,30,mutual_info,15,5,0.18453427065026362,0.9111654120027944,2.5448154657293496
wdbc,569,30,mutual_info,15,10,0.26959578207381374,0.9095438359187341,2.5448154657293496
wdbc,569,30,mutual_info,15,20,0.35966608084358526,0.9079995039269728,2.5448154657293496
wdbc,569,30,mutual_info,15,30,0.41862917398945515,0.9098284551112364,2.5448154657293496
wdbc,569,30,mutual_info,15,50,0.5032688927943761,0.9119219804737511,2.5448154657293496
wdbc,569,30,mutual_info,16,3,0.15172817809021671,0.9216087698961722,2.5448154657293496
wdbc,569,30,mutual_info,16,5,0.2052724077328647,0.9200185458430057,2.5448154657293496
wdbc,569,30,mutual_info,16,10,0.29086115992970124,0.9172693976500398,2.5448154657293496
wdbc,569,30,mutual_info,16,20,0.3827768014059754,0.9175799142642209,2.5448154657293496
wdbc,569,30,mutual_info,16,30,0.4428236672524897,0.9183804649544071,2.5448154657293496
wdbc,569,30,mutual_info,16,50,0.5275922671353253,0.9214705049652513,2.5448154657293496
wdbc,569,30,mutual_info,17,3,0.23257176332747506,0.9611892208553017,2.5448154657293496
wdbc,569,30,mutual_info,17,5,0.30017574692442883,0.9565150105416828,2.5448154657293496
wdbc,569,30,mutual_info,17,10,0.38506151142355005,0.9532678291047703,2.5448154657293496
wdbc,569,30,mutual_info,17,20,0.48356766256590505,0.9518778159079524,2.5448154657293496
wdbc,569,30,mutual_info,17,30,0.5440538957234915,0.9525494494549943,2.5448154657293496
wdbc,569,30,mutual_info,17,50,0.6212302284710018,0.9523375765442849,2.5448154657293496
wdbc,569,30,mutual_info,18,3,0.24838898652606908,0.9652100030329848,2.5448154657293496
wdbc,569,30,mutual_info,18,5,0.3121265377855888,0.9599547631802361,2.5448154657293496
wdbc,569,30,mutual_info,18,10,0.39912126537785586,0.9565643143250413,2.5448154657293496
wdbc,569,30,mutual_info,18,20,0.49235500878734617,0.9551788229035612,2.5448154657293496
wdbc,569,30,mutual_info,18,30,0.5565905096660808,0.9557178179181292,2.5448154657293496
wdbc,569,30,mutual_info,18,50,0.6305799648506152,0.9554731723299199,2.5448154657293496
wdbc,569,30,mutual_info,19,3,0.29701230228471004,0.978679779132234,2.5448154657293496
wdbc,569,30,mutual_info,19,5,0.3634446397188049,0.9745765313634641,2.5448154657293496
wdbc,569,30,mutual_info,19,10,0.4620386643233743,0.9713210231106412,2.5448154657293496
wdbc,569,30,mutual_info,19,20,0.5566783831282952,0.9702514470156475,2.5448154657293496
wdbc,569,30,mutual_info,19,30,0.6134153485647333,0.9694050398689815,2.5448154657293496
wdbc,569,30,mutual_info,19,50,0.6810896309314587,0.9682620641271503,2.5448154657293496
wdbc,569,30,mutual_info,20,3,0.2981839484475688,0.9754016627404056,2.5448154657293496
wdbc,569,30,mutual_info,20,5,0.36731107205623903,0.9747870517435285,2.5448154657293496
wdbc,569,30,mutual_info,20,10,0.47082601054481543,0.971238468096456,2.5448154657293496
wdbc,569,30,mutual_info,20,20,0.5657293497363796,0.9705776476673961,2.5448154657293496
wdbc,569,30,mutual_info,20,30,0.6211482132396016,0.9695305973660902,2.5448154657293496
wdbc,569,30,mutual_info,20,50,0.687311072056239,0.9680582190622201,2.5448154657293496
wdbc,569,30,mutual_info,21,3,0.3632103104862332,0.9878047007108818,2.5448154657293496
wdbc,569,30,mutual_info,21,5,0.4502636203866433,0.9861106673057464,2.5448154657293496
wdbc,569,30,mutual_info,21,10,0.541652021089631,0.9834105698994893,2.5448154657293496
wdbc,569,30,mutual_info,21,20,0.6223198594024605,0.9808736107099556,2.5448154657293496
wdbc,569,30,mutual_info,21,30,0.6727006444053896,0.9790344717996406,2.5448154657293496
wdbc,569,30,mutual_info,21,50,0.7291036906854129,0.9766843838084911,2.5448154657293496
wdbc,569,30,mutual_info,22,3,0.39718804920913886,0.9892380976122516,2.5448154657293496
wdbc,569,30,mutual_info,22,5,0.47873462214411244,0.9884896729102249,2.5448154657293496
wdbc,569,30,mutual_info,22,10,0.5724077328646748,0.9856782926352989,2.5448154657293496
wdbc,569,30,mutual_info,22,20,0.6487697715289982,0.983052252481589,2.5448154657293496
wdbc,569,30,mutual_info,22,30,0.6963093145869947,0.9812793995621154,2.5448154657293496
wdbc,569,30,mutual_info,22,50,0.7518804920913884,0.9803299483799054,2.5448154657293496
wdbc,569,30,mutual_info,23,3,0.4159343878148799,0.9910672367016083,2.5448154657293496
wdbc,569,30,mutual_info,23,5,0.49420035149384883,0.9901406288669806,2.5448154657293496
wdbc,569,30,mutual_info,23,10,0.5936731107205624,0.9877275621028032,2.5448154657293496
wdbc,569,30,mutual_info,23,20,0.6652899824253075,0.9854444993823565,2.5448154657293496
wdbc,569,30,mutual_info,23,30,0.7133567662565905,0.984296808075518,2.5448154657293496
wdbc,569,30,mutual_info,23,50,0.7682249560632689,0.9835219541206155,2.5448154657293496
wdbc,569,30,mutual_info,24,3,0.45518453427065025,0.9929129948854737,2.5448154657293496
wdbc,569,30,mutual_info,24,5,0.5402460456942003,0.9916612626836963,2.5448154657293496
wdbc,569,30,mutual_info,24,10,0.6362038664323374,0.9899089195930038,2.5448154657293496
wdbc,569,30,mutual_info,24,20,0.7024604569420035,0.9881090969023176,2.5448154657293496
wdbc,569,30,mutual_info,24,30,0.7463386057410661,0.9869795085017085,2.5448154657293496
wdbc,569,30,mutual_info,24,50,0.7920210896309315,0.9862228656185953,2.5448154657293496
wdbc,569,30,mutual_info,25,3,0.512009373169303,0.9948345776880346,2.5448154657293496
wdbc,569,30,mutual_info,25,5,0.6003514938488576,0.9937345124980812,2.5448154657293496
wdbc,569,30,mutual_info,25,10,0.6859402460456943,0.9919277072091166,2.5448154657293496
wdbc,569,30,mutual_info,25,20,0.7439367311072056,0.9903254336967394,2.5448154657293496
wdbc,569,30,mutual_info,25,30,0.7797305213825424,0.9892192886306119,2.5448154657293496
wdbc,569,30,mutual_info,25,50,0.8195079086115993,0.9884844632240213,2.5448154657293496
wdbc,569,30,mutual_info,26,3,0.539543057996485,0.9949945364726803,2.5448154657293496
wdbc,569,30,mutual_info,26,5,0.6228471001757468,0.9944957692295643,2.5448154657293496
wdbc,569,30,mutual_info,26,10,0.7012302284710018,0.9931479338226306,2.5448154657293496
wdbc,569,30,mutual_info,26,20,0.7614235500878734,0.9913750197858074,2.5448154657293496
wdbc,569,30,mutual_info,26,30,0.7943760984182777,0.9907657048984769,2.5448154657293496
wdbc,569,30,mutual_info,26,50,0.8324428822495606,0.9900573892945729,2.5448154657293496
wdbc,569,30,mutual_info,27,3,0.6151142355008787,0.9973845700017034,2.5448154657293496
wdbc,569,30,mutual_info,27,5,0.6952548330404218,0.9968791606752943,2.5448154657293496
wdbc,569,30,mutual_info,27,10,0.7585237258347979,0.9961827831517917,2.5448154657293496
wdbc,569,30,mutual_info,27,20,0.8065905096660808,0.9950573829210542,2.5448154657293496
wdbc,569,30,mutual_info,27,30,0.8319859402460459,0.9944518581558379,2.5448154657293496
wdbc,569,30,mutual_info,27,50,0.8657293497363796,0.9938887790841573,2.5448154657293496
wdbc,569,30,mutual_info,28,3,0.6918570591681312,0.9985344036030197,2.5448154657293496
wdbc,569,30,mutual_info,28,5,0.7581722319859402,0.998344658201993,2.5448154657293496
wdbc,569,30,mutual_info,28,10,0.8126537785588753,0.9979535882060636,2.5448154657293496
wdbc,569,30,mutual_info,28,20,0.85,0.9972342296916025,2.5448154657293496
wdbc,569,30,mutual_info,28,30,0.8715289982425308,0.9968428220446288,2.5448154657293496
wdbc,569,30,mutual_info,28,50,0.8978558875219682,0.9964698194276028,2.5448154657293496
wdbc,569,30,mutual_info,29,3,0.7562975981253662,0.9988647081063788,2.5448154657293496
wdbc,569,30,mutual_info,29,5,0.8028119507908612,0.9986786086858453,2.5448154657293496
wdbc,569,30,mutual_info,29,10,0.8481546572934974,0.998321275538473,2.5448154657293496
wdbc,569,30,mutual_info,29,20,0.8804920913884007,0.9976841222363103,2.5448154657293496
wdbc,569,30,mutual_info,29,30,0.894961921499707,0.99729928285631,2.5448154657293496
wdbc,569,30,mutual_info,29,50,0.9184885764499121,0.9970404004252114,2.5448154657293496
wdbc,569,30,mutual_info,30,3,1.0,1.0,2.5448154657293496
wdbc,569,30,mutual_info,30,5,1.0,1.0,2.5448154657293496
wdbc,569,30,mutual_info,30,10,1.0,1.0,2.5448154657293496
wdbc,569,30,mutual_info,30,20,1.0,1.0,2.5448154657293496
wdbc,569,30,mutual_info,30,30,1.0,1.0,2.5448154657293496
wdbc,569,30,mutual_info,30,50,1.0,1.0,2.5448154657293496
wdbc,569,30,variance,1,3,0.014059753954305799,0.6207865401953574,2.5448154657293496
wdbc,569,30,variance,1,5,0.022144112478031632,0.6211197052714679,2.5448154657293496
wdbc,569,30,variance,1,10,0.0460456942003515,0.6292266976565489,2.5448154657293496
wdbc,569,30,variance,1,20,0.08778558875219684,0.640528350410321,2.5448154657293496
wdbc,569,30,variance,1,30,0.12214411247803164,0.6488095258078288,2.5448154657293496
wdbc,569,30,variance,1,50,0.18028119507908613,0.6619236720601563,2.5448154657293496
wdbc,569,30,variance,2,3,0.033391915641476276,0.6805041402319194,2.5448154657293496
wdbc,569,30,variance,2,5,0.0383128295254833,0.6921158238019605,2.5448154657293496
wdbc,569,30,variance,2,10,0.06836555360281196,0.6914509520021972,2.5448154657293496
wdbc,569,30,variance,2,20,0.12231985940246044,0.6960478971562287,2.5448154657293496
wdbc,569,30,variance,2,30,0.1619800820152314,0.7023041815010835,2.5448154657293496
wdbc,569,30,variance,2,50,0.22882249560632686,0.7135730400300568,2.5448154657293496
wdbc,569,30,variance,3,3,0.07381370826010544,0.8367007773581456,2.5448154657293496
wdbc,569,30,variance,3,5,0.10685413005272407,0.8340573104141801,2.5448154657293496
wdbc,569,30,variance,3,10,0.15782073813708258,0.8335246387027432,2.5448154657293496
wdbc,569,30,variance,3,20,0.24165202108963094,0.8388235889251696,2.5448154657293496
wdbc,569,30,variance,3,30,0.29789103690685415,0.8419683207915718,2.5448154657293496
wdbc,569,30,variance,3,50,0.3865377855887522,0.8488322177766144,2.5448154657293496
wdbc,569,30,variance,4,3,0.09021675454012887,0.881453921483088,2.5448154657293496
wdbc,569,30,variance,4,5,0.14657293497363796,0.8774476910112183,2.5448154657293496
wdbc,569,30,variance,4,10,0.21933216168717048,0.8759042552347023,2.5448154657293496
wdbc,569,30,variance,4,20,0.29797891036906854,0.8741950643997435,2.5448154657293496
wdbc,569,30,variance,4,30,0.36063268892794376,0.8749740520101229,2.5448154657293496
wdbc,569,30,variance,4,50,0.44326889279437615,0.8751513791771055,2.5448154657293496
wdbc,569,30,variance,5,3,0.11423550087873462,0.9211465513301508,2.5448154657293496
wdbc,569,30,variance,5,5,0.17434094903339192,0.9173438092284365,2.5448154657293496
wdbc,569,30,variance,5,10,0.262390158172232,0.915744035003326,2.5448154657293496
wdbc,569,30,variance,5,20,0.3427065026362039,0.9100945965571879,2.5448154657293496
wdbc,569,30,variance,5,30,0.40650263620386645,0.9075182866884993,2.5448154657293496
wdbc,569,30,variance,5,50,0.4904042179261863,0.9077022736701905,2.5448154657293496
wdbc,569,30,variance,6,3,0.15172817809021674,0.9377978453343969,2.5448154657293496
wdbc,569,30,variance,6,5,0.20667838312829526,0.9384948419374141,2.5448154657293496
wdbc,569,30,variance,6,10,0.3056239015817223,0.9353733947415631,2.5448154657293496
wdbc,569,30,variance,6,20,0.39569420035149383,0.9319061442887145,2.5448154657293496
wdbc,569,30,variance,6,30,0.45893380199179845,0.931393123097264,2.5448154657293496
wdbc,569,30,variance,6,50,0.5409138840070298,0.9300155447887565,2.5448154657293496
wdbc,569,30,variance,7,3,0.1487990626830697,0.9404122366392867,2.5448154657293496
wdbc,569,30,variance,7,5,0.21441124780316345,0.9386433339912095,2.5448154657293496
wdbc,569,30,variance,7,10,0.3181019332161687,0.9363611972382173,2.5448154657293496
wdbc,569,30,variance,7,20,0.4134446397188049,0.9347690078376275,2.5448154657293496
wdbc,569,30,variance,7,30,0.4711775043936732,0.9326354932691894,2.5448154657293496
wdbc,569,30,variance,7,50,0.5524428822495607,0.9323378258307025,2.5448154657293496
wdbc,569,30,variance,8,3,0.19566490919742235,0.9567581547819367,2.5448154657293496
wdbc,569,30,variance,8,5,0.24885764499121266,0.954099665109693,2.5448154657293496
wdbc,569,30,variance,8,10,0.3507908611599297,0.9494115573844666,2.5448154657293496
wdbc,569,30,variance,8,20,0.44903339191564146,0.9453972092628583,2.5448154657293496
wdbc,569,30,variance,8,30,0.5026362038664324,0.9423228920300644,2.5448154657293496
wdbc,569,30,variance,8,50,0.5764850615114235,0.9401025279423365,2.5448154657293496
wdbc,569,30,variance,9,3,0.21148213239601638,0.9672240295487501,2.5448154657293496
wdbc,569,30,variance,9,5,0.27873462214411254,0.962595666162295,2.5448154657293496
wdbc,569,30,variance,9,10,0.37926186291739894,0.958000454052578,2.5448154657293496
