dataset,n,d,seed,fold,method,k_selected,selected_features,acc_3nn,acc_svm_rbf,time_reduct_sec,time_eval_sec
wdbc,569,30,1,5,variance,23,0|2|3|4|6|7|8|10|11|12|13|14|15|16|17|18|19|20|22|23|24|27|28,0.9557522123893806,0.9469026548672567,2.5582999910511717e-05,0.0035704579998991903
wdbc,569,30,1,5,variance,24,0|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|22|23|24|27|28,0.9469026548672567,0.9469026548672567,2.5582999910511717e-05,0.003626000000053864
wdbc,569,30,1,5,variance,25,0|1|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|22|23|24|27|28,0.9469026548672567,0.9734513274336283,2.5582999910511717e-05,0.003520208000054481
wdbc,569,30,1,5,variance,26,0|1|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|22|23|24|26|27|28,0.9469026548672567,0.9734513274336283,2.5582999910511717e-05,0.0035586669999929654
wdbc,569,30,1,5,variance,27,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24|26|27|28,0.9469026548672567,0.9823008849557522,2.5582999910511717e-05,0.0035342089998948722
wdbc,569,30,1,5,variance,28,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|26|27|28,0.9646017699115044,0.9823008849557522,2.5582999910511717e-05,0.0035712079999257185
wdbc,569,30,1,5,variance,29,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28,0.9646017699115044,0.9823008849557522,2.5582999910511717e-05,0.0036754169999539954
wdbc,569,30,1,5,variance,30,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29,0.9646017699115044,0.9823008849557522,2.5582999910511717e-05,0.0037022079999360358
wdbc,569,30,1,5,pai_nrs,1,4,0.6283185840707964,0.6814159292035398,23.743856375000064,0.0051319579999926646
wdbc,569,30,1,5,pai_nrs,2,4|22,0.9203539823008849,0.9026548672566371,23.743856375000064,0.0028812919999836595
wdbc,569,30,1,5,pai_nrs,3,4|22|28,0.9026548672566371,0.9292035398230089,23.743856375000064,0.0029904579999993075
wdbc,569,30,1,5,pai_nrs,4,4|22|23|28,0.9203539823008849,0.9380530973451328,23.743856375000064,0.0029480419999572405
wdbc,569,30,1,5,pai_nrs,5,4|14|22|23|28,0.9203539823008849,0.9203539823008849,23.743856375000064,0.003008916999988287
wdbc,569,30,1,5,pai_nrs,6,4|6|14|22|23|28,0.9292035398230089,0.9380530973451328,23.743856375000064,0.002932832999931634
wdbc,569,30,1,5,pai_nrs,7,1|4|6|14|22|23|28,0.9380530973451328,0.9646017699115044,23.743856375000064,0.002960334000022158
wdbc,569,30,1,5,pai_nrs,8,1|4|6|13|14|22|23|28,0.9380530973451328,0.9646017699115044,23.743856375000064,0.0029958750000105283
wdbc,569,30,1,5,pai_nrs,9,1|4|6|13|14|21|22|23|28,0.9380530973451328,0.9646017699115044,23.743856375000064,0.003144583999983297
wdbc,569,30,1,5,pai_nrs,10,1|4|6|13|14|18|21|22|23|28,0.9557522123893806,0.9557522123893806,23.743856375000064,0.0032365419999678124
wdbc,569,30,1,5,pai_nrs,11,1|2|4|6|13|14|18|21|22|23|28,0.9557522123893806,0.9646017699115044,23.743856375000064,0.0032234160000825796
wdbc,569,30,1,5,pai_nrs,12,1|2|4|6|13|14|18|21|22|23|24|28,0.9292035398230089,0.9469026548672567,23.743856375000064,0.0032972499999459615
wdbc,569,30,1,5,pai_nrs,13,1|2|3|4|6|13|14|18|21|22|23|24|28,0.9292035398230089,0.9469026548672567,23.743856375000064,0.0033160409999482
wdbc,569,30,1,5,pai_nrs,14,1|2|3|4|6|8|13|14|18|21|22|23|24|28,0.9380530973451328,0.9469026548672567,23.743856375000064,0.0033856659999855765
wdbc,569,30,1,5,pai_nrs,15,1|2|3|4|6|8|13|14|18|20|21|22|23|24|28,0.9380530973451328,0.9646017699115044,23.743856375000064,0.0034474589999717864
wdbc,569,30,1,5,pai_nrs,16,1|2|3|4|6|8|13|14|18|20|21|22|23|24|25|28,0.9557522123893806,0.9646017699115044,23.743856375000064,0.0031580830000166316
wdbc,569,30,1,5,pai_nrs,17,1|2|3|4|6|8|13|14|16|18|20|21|22|23|24|25|28,0.9557522123893806,0.9646017699115044,23.743856375000064,0.003224000000045635
wdbc,569,30,1,5,pai_nrs,18,1|2|3|4|6|8|9|13|14|16|18|20|21|22|23|24|25|28,0.9557522123893806,0.9646017699115044,23.743856375000064,0.0032495419999349906
wdbc,569,30,1,5,pai_nrs,19,1|2|3|4|6|8|9|13|14|16|18|20|21|22|23|24|25|26|28,0.9646017699115044,0.9823008849557522,23.743856375000064,0.003228874999990694
wdbc,569,30,1,5,pai_nrs,20,1|2|3|4|6|8|9|13|14|16|17|18|20|21|22|23|24|25|26|28,0.9646017699115044,0.9823008849557522,23.743856375000064,0.00327025000001413
wdbc,569,30,1,5,pai_nrs,21,1|2|3|4|5|6|8|9|13|14|16|17|18|20|21|22|23|24|25|26|28,0.9646017699115044,0.9823008849557522,23.743856375000064,0.003353500000002896
wdbc,569,30,1,5,pai_nrs,22,1|2|3|4|5|6|8|9|13|14|16|17|18|19|20|21|22|23|24|25|26|28,0.9646017699115044,0.9734513274336283,23.743856375000064,0.0034010420000640806
wdbc,569,30,1,5,pai_nrs,23,1|2|3|4|5|6|8|9|13|14|16|17|18|19|20|21|22|23|24|25|26|28|29,0.9557522123893806,0.9734513274336283,23.743856375000064,0.003483250000044791
wdbc,569,30,1,5,pai_nrs,24,0|1|2|3|4|5|6|8|9|13|14|16|17|18|19|20|21|22|23|24|25|26|28|29,0.9557522123893806,0.9734513274336283,23.743856375000064,0.0034429170000294107
wdbc,569,30,1,5,pai_nrs,25,0|1|2|3|4|5|6|8|9|11|13|14|16|17|18|19|20|21|22|23|24|25|26|28|29,0.9557522123893806,0.9734513274336283,23.743856375000064,0.0035496669999020014
wdbc,569,30,1,5,pai_nrs,26,0|1|2|3|4|5|6|8|9|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28|29,0.9557522123893806,0.9734513274336283,23.743856375000064,0.003578082999979415
wdbc,569,30,1,5,pai_nrs,27,0|1|2|3|4|5|6|8|9|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29,0.9646017699115044,0.9734513274336283,23.743856375000064,0.0036726669999325168
wdbc,569,30,1,5,pai_nrs,28,0|1|2|3|4|5|6|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29,0.9646017699115044,0.9823008849557522,23.743856375000064,0.003674583000019993
wdbc,569,30,1,5,pai_nrs,29,0|1|2|3|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29,0.9646017699115044,0.9823008849557522,23.743856375000064,0.0037010419999887745
wdbc,569,30,1,5,pai_nrs,30,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29,0.9646017699115044,0.9823008849557522,23.743856375000064,0.0036973329999909765
wdbc,569,30,1,5,all_features,30,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29,0.9646017699115044,0.9823008849557522,0.0,0.003666416999976718
wdbc,569,30,2,1,pai,1,1,0.6491228070175439,0.7456140350877193,24.184754292000093,0.0045416670000122394
wdbc,569,30,2,1,pai,2,1|4,0.8070175438596491,0.8245614035087719,24.184754292000093,0.0040691670000114755
wdbc,569,30,2,1,pai,3,1|4|24,0.7807017543859649,0.8421052631578947,24.184754292000093,0.00420237499997711
wdbc,569,30,2,1,pai,4,1|4|24|28,0.8157894736842105,0.8070175438596491,24.184754292000093,0.004175541999984489
wdbc,569,30,2,1,pai,5,1|4|8|24|28,0.8421052631578947,0.8245614035087719,24.184754292000093,0.004231582999977945
wdbc,569,30,2,1,pai,6,1|4|8|14|24|28,0.8245614035087719,0.8771929824561403,24.184754292000093,0.004207791999988331
wdbc,569,30,2,1,pai,7,1|4|8|14|17|24|28,0.8157894736842105,0.8333333333333334,24.184754292000093,0.004008582999972532
wdbc,569,30,2,1,pai,8,1|4|8|14|17|21|24|28,0.8333333333333334,0.8333333333333334,24.184754292000093,0.004013332999988961
wdbc,569,30,2,1,pai,9,1|4|8|9|14|17|21|24|28,0.8596491228070176,0.8859649122807017,24.184754292000093,0.0038613749999285574
wdbc,569,30,2,1,pai,10,1|4|8|9|14|17|21|24|28|29,0.868421052631579,0.9035087719298246,24.184754292000093,0.0039359580000564165
wdbc,569,30,2,1,pai,11,1|4|8|9|14|17|18|21|24|28|29,0.868421052631579,0.9210526315789473,24.184754292000093,0.004078457999980856
wdbc,569,30,2,1,pai,12,1|4|8|9|14|17|18|21|24|26|28|29,0.8947368421052632,0.9122807017543859,24.184754292000093,0.004024915999934819
wdbc,569,30,2,1,pai,13,1|4|8|9|11|14|17|18|21|24|26|28|29,0.8771929824561403,0.9035087719298246,24.184754292000093,0.004234832999941318
wdbc,569,30,2,1,pai,14,1|4|8|9|11|14|17|18|19|21|24|26|28|29,0.8771929824561403,0.9035087719298246,24.184754292000093,0.004159582999932354
wdbc,569,30,2,1,pai,15,1|4|8|9|11|14|15|17|18|19|21|24|26|28|29,0.8947368421052632,0.9122807017543859,24.184754292000093,0.004102165999938734
wdbc,569,30,2,1,pai,16,1|4|8|9|10|11|14|15|17|18|19|21|24|26|28|29,0.956140350877193,0.9649122807017544,24.184754292000093,0.0037091670000108934
wdbc,569,30,2,1,pai,17,1|2|4|8|9|10|11|14|15|17|18|19|21|24|26|28|29,0.9912280701754386,0.9824561403508771,24.184754292000093,0.003564791999906447
wdbc,569,30,2,1,pai,18,1|2|4|8|9|10|11|14|15|16|17|18|19|21|24|26|28|29,0.9824561403508771,0.9736842105263158,24.184754292000093,0.003605499999935091
wdbc,569,30,2,1,pai,19,0|1|2|4|8|9|10|11|14|15|16|17|18|19|21|24|26|28|29,0.9912280701754386,0.9736842105263158,24.184754292000093,0.003482708999968054
wdbc,569,30,2,1,pai,20,0|1|2|4|8|9|10|11|14|15|16|17|18|19|21|24|26|27|28|29,0.9649122807017544,0.9736842105263158,24.184754292000093,0.0035222499999463253
wdbc,569,30,2,1,pai,21,0|1|2|4|5|8|9|10|11|14|15|16|17|18|19|21|24|26|27|28|29,0.9649122807017544,0.9736842105263158,24.184754292000093,0.0035480410000445772
