dataset,n,d,n_resample,seed,method,attribute_j,importance_score,pai_bound,n_pts_dgm_H0,n_pts_dgm_H1,thresh,maxdim,time_method_sec
iris,150,4,120,1,pai,0,0.415982723236084,8.48175093105559,120,28,2.0,1,0.8018265419999999
iris,150,4,120,1,pai,1,0.8783227801322937,10.128657715380445,120,28,2.0,1,0.8018265419999999
iris,150,4,120,1,pai,2,0.5662312507629395,6.479466668150758,120,28,2.0,1,0.8018265419999999
iris,150,4,120,1,pai,3,0.4098343998193741,6.3183448459344405,120,28,2.0,1,0.8018265419999999
iris,150,4,120,1,nrs,0,-0.050000000000000044,-1.0,-1,-1,2.0,1,0.0027242080000000612
iris,150,4,120,1,nrs,1,-0.07500000000000007,-1.0,-1,-1,2.0,1,0.0027242080000000612
iris,150,4,120,1,nrs,2,0.05833333333333335,-1.0,-1,-1,2.0,1,0.0027242080000000612
iris,150,4,120,1,nrs,3,0.21666666666666667,-1.0,-1,-1,2.0,1,0.0027242080000000612
iris,150,4,120,1,relieff,0,0.15198809523809526,-1.0,-1,-1,2.0,1,0.01642374999999996
iris,150,4,120,1,relieff,1,0.12236742424242422,-1.0,-1,-1,2.0,1,0.01642374999999996
iris,150,4,120,1,relieff,2,0.37668859649122804,-1.0,-1,-1,2.0,1,0.01642374999999996
iris,150,4,120,1,relieff,3,0.3962673611111111,-1.0,-1,-1,2.0,1,0.01642374999999996
iris,150,4,120,1,mutual_info,0,0.48298079584902465,-1.0,-1,-1,2.0,1,0.003241124999999734
iris,150,4,120,1,mutual_info,1,0.2562294018924056,-1.0,-1,-1,2.0,1,0.003241124999999734
iris,150,4,120,1,mutual_info,2,0.9556418419296324,-1.0,-1,-1,2.0,1,0.003241124999999734
iris,150,4,120,1,mutual_info,3,1.0287042649345222,-1.0,-1,-1,2.0,1,0.003241124999999734
iris,150,4,120,1,variance,0,1.010292450367857,-1.0,-1,-1,2.0,1,1.5333999999977976e-05
iris,150,4,120,1,variance,1,1.029396655471923,-1.0,-1,-1,2.0,1,1.5333999999977976e-05
