dataset,n,d,n_resample,seed,method,attribute_j,importance_score,pai_bound,n_pts_dgm_H0,n_pts_dgm_H1,thresh,maxdim,time_method_sec
ionosphere,351,34,280,0,variance,26,1.072806855996346,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,0,variance,27,1.050699024004988,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,0,variance,28,1.0901948074236265,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,0,variance,29,1.0323780308516768,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,0,variance,30,1.106784495519993,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,0,variance,31,1.0583203572088937,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,0,variance,32,1.0655807148472871,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,0,variance,33,1.02465105225239,-1.0,-1,-1,2.0,1,2.3124999984247552e-05
ionosphere,351,34,280,1,pai,0,0.12628448009490967,6.436846388119554,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,1,0.0,0.0,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,2,0.19790399074554443,8.048310615779066,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,3,0.2486531138420105,9.074296799073412,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,4,0.24249394237995148,7.705340954385815,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,5,0.2295156717300415,8.692756425814597,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,6,0.22860300540924072,8.130883075604206,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,7,0.2165469080209732,7.692195893896259,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,8,0.1838776171207428,7.899788089938204,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,9,0.19727790355682373,8.278811317796176,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,10,0.17376812547445297,7.108670934974061,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,11,0.24230064451694489,8.09532933148137,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,12,0.18815314769744873,6.438122058839062,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,13,0.1676485762000084,8.094426483543103,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,14,0.18977868556976318,6.13593663166493,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,15,0.22988656163215637,8.739019426697313,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,16,0.26787587255239487,6.481518258494859,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,17,0.2305867075920105,8.063640827883807,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,18,0.17428681254386902,6.396171963167756,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,19,0.1881011575460434,7.717000018204127,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,20,0.17684680223464966,6.568586700583864,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,21,0.22025170922279358,7.730555622767781,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,22,0.26262015104293823,6.634524512518361,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,23,0.23153835535049438,7.594392308653733,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,24,0.21681493520736694,6.924892495317511,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,25,0.2738073319196701,7.877588070420661,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,26,0.17729045450687408,7.759926398542959,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,27,0.1936379075050354,7.282775222622044,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,28,0.2280053198337555,6.955739989890482,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,29,0.20279331505298615,7.885658381274544,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,30,0.22686037421226501,7.009320667189893,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,31,0.23531228303909302,7.799669368503908,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,32,0.24954022467136383,7.664034669717025,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,pai,33,0.27447156608104706,8.553046847736866,279,18,2.0,1,16.53222954200001
ionosphere,351,34,280,1,nrs,0,-0.010714285714285676,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,1,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,2,0.010714285714285787,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,3,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,4,0.014285714285714346,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,5,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,6,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,7,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,8,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,9,-0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,10,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,11,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,12,-0.010714285714285676,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,13,-0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,14,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,15,-0.010714285714285676,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,16,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,17,-0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,18,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,19,-0.010714285714285676,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,20,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,21,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,22,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,23,0.010714285714285787,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,24,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,25,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,26,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,27,-0.014285714285714235,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,28,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,29,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,30,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,31,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,32,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,nrs,33,0.0,-1.0,-1,-1,2.0,1,0.030788041999983307
ionosphere,351,34,280,1,relieff,0,0.11785714285714288,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,1,0.0,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,2,0.20393639999999996,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,3,0.11812349821428565,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,4,0.20605918571428566,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,5,0.16548046071428563,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,6,0.18083462678571433,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,7,0.22082831964285723,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,8,0.18017019107142856,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,9,0.15961951607142838,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,10,0.07112870357142857,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,11,0.16681111071428564,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,12,0.10992791428571436,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,13,0.21923176607142864,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,14,0.10866320714285714,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,15,0.18448149821428556,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,16,0.10744001428571424,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,17,0.14942183928571431,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,18,0.13267346071428573,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,19,0.1285160625,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,20,0.1079725553571428,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,21,0.17456787142857158,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,22,0.06447755357142858,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,23,0.21719085535714297,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,24,0.12110099999999999,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,25,0.14627814107142864,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,26,0.16204191428571427,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,27,0.18269559285714285,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,28,0.13355091071428551,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,29,0.13468148035714286,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,30,0.10991855535714284,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,31,0.15636632857142868,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,32,0.12073230535714286,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,relieff,33,0.18564963035714285,-1.0,-1,-1,2.0,1,0.1151573330000133
ionosphere,351,34,280,1,mutual_info,0,0.09713051898643821,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,1,0.0,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,2,0.26327775856360747,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,3,0.21643443093325843,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,4,0.36416552527858026,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,5,0.3212025548279467,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,6,0.21213941622201626,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,7,0.295433913878119,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,8,0.181035929154566,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,9,0.1778010471424123,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,10,0.1623658778340138,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,11,0.15895420282034056,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,12,0.2580396880787956,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,13,0.2766834617215257,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,14,0.2402153113302965,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,15,0.21628490727241956,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,16,0.202145403555825,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,17,0.20222473907486305,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,18,0.15481724228840976,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,19,0.18373794224125684,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,20,0.30576967885746353,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,21,0.2593298357290259,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,22,0.28453290836641787,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,23,0.2247434933999144,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,24,0.1996590858013938,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,25,0.21054863769670917,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,26,0.2363282783051781,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,27,0.18105054179265512,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,28,0.2531209371914196,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,29,0.19794305742224694,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,30,0.25201792597752437,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,31,0.231692737376058,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,32,0.29178673167800717,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,mutual_info,33,0.2573553896773815,-1.0,-1,-1,2.0,1,0.021835374999994883
ionosphere,351,34,280,1,variance,0,1.0769142637086835,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,1,0.0,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,2,1.076569895546096,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,3,1.0525529861201939,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,4,1.107512444411441,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,5,0.9889832222400563,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,6,1.0234023056311956,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,7,0.9159176482829129,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,8,1.028423089766264,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,9,0.9845592965354801,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,10,0.9573349817325948,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,11,0.9776884746951691,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,12,1.0064890564620583,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,13,1.0099355614822187,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,14,0.9516608271924499,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,15,0.9538832338372093,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,16,0.9757609205212,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,17,0.9885323640163579,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,18,0.9815150830845824,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,19,0.9504850835074543,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,20,0.985509280175732,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,21,0.995302290872195,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,22,0.9933543128977614,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,23,0.989136098601019,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,24,0.9989137531540806,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,25,1.0006526443293942,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,26,0.9931875035822263,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,27,1.037454971148783,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,28,0.9729537789378497,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,29,1.0262655923485098,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,30,1.0046271193039633,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,31,0.9957243626472453,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,32,0.9900422838187897,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,1,variance,33,0.9750788064613866,-1.0,-1,-1,2.0,1,2.3333999990882148e-05
ionosphere,351,34,280,2,pai,0,0.0,6.436846388119554,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,1,0.0,0.0,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,2,0.14504539966583252,8.048310615779066,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,3,0.1798115223646164,9.074296799073412,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,4,0.1757490411400795,7.705340954385815,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,5,0.1683358997106552,8.692756425814597,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,6,0.18325090408325195,8.130883075604206,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,7,0.15304964780807495,7.692195893896259,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,8,0.1428840011358261,7.899788089938204,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,9,0.13354440033435822,8.278811317796176,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,10,0.13996940106153488,7.108670934974061,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,11,0.22414280474185944,8.09532933148137,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,12,0.1665738746523857,6.438122058839062,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,13,0.1347068026661873,8.094426483543103,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,14,0.1257750764489174,6.13593663166493,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,15,0.16775646805763245,8.739019426697313,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,16,0.1431720033288002,6.481518258494859,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,17,0.21608683466911316,8.063640827883807,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,18,0.1451149433851242,6.396171963167756,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,19,0.18684238195419312,7.717000018204127,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,20,0.13305997848510742,6.568586700583864,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,21,0.19377335906028748,7.730555622767781,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,22,0.19054708629846573,6.634524512518361,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,23,0.1772078052163124,7.594392308653733,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,24,0.1804773062467575,6.924892495317511,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,25,0.19059468805789948,7.877588070420661,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,26,0.15361333638429642,7.759926398542959,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,27,0.15010687708854675,7.282775222622044,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,28,0.16000661998987198,6.955739989890482,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,29,0.17788667976856232,7.885658381274544,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,30,0.20595640689134598,7.009320667189893,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,31,0.22070680558681488,7.799669368503908,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,32,0.1668909788131714,7.664034669717025,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,pai,33,0.2213098704814911,8.553046847736866,280,23,2.0,1,17.616642291000005
ionosphere,351,34,280,2,nrs,0,0.010714285714285676,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,1,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,2,0.014285714285714235,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,3,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,4,0.02857142857142858,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,5,0.010714285714285676,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,6,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,7,0.010714285714285676,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,8,0.010714285714285676,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,9,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,10,0.010714285714285676,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,11,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,12,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,13,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,14,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,15,0.010714285714285676,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,16,-0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,17,-0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,18,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,19,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,20,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,21,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,22,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,23,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,24,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,25,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,26,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,27,0.0071428571428571175,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,28,0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,29,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,30,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,31,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,32,0.0,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,nrs,33,-0.0035714285714285587,-1.0,-1,-1,2.0,1,0.030268957999993518
ionosphere,351,34,280,2,relieff,0,0.10714285714285716,-1.0,-1,-1,2.0,1,0.11585654199998885
ionosphere,351,34,280,2,relieff,1,0.0,-1.0,-1,-1,2.0,1,0.11585654199998885
ionosphere,351,34,280,2,relieff,2,0.22191489107142856,-1.0,-1,-1,2.0,1,0.11585654199998885
ionosphere,351,34,280,2,relieff,3,0.13935302142857142,-1.0,-1,-1,2.0,1,0.11585654199998885
ionosphere,351,34,280,2,relieff,4,0.17902838392857146,-1.0,-1,-1,2.0,1,0.11585654199998885
ionosphere,351,34,280,2,relieff,5,0.19860453392857147,-1.0,-1,-1,2.0,1,0.11585654199998885
ionosphere,351,34,280,2,relieff,6,0.1708320017857143,-1.0,-1,-1,2.0,1,0.11585654199998885
